School Code,School Name,School Type,Town,Zip,Grade,District Name,District Code,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,TOTAL_Enrollment,First Language Not English,% First Language Not English,English Language Learner,% English Language Learner,Students With Disabilities,% Students With Disabilities,High Needs,% High Needs,Economically Disadvantaged,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Total # of Classes,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% GED,% Dropped Out,% Permanently Excluded,High School Graduates (#),Attending Coll./Univ. (#),% Attending College,% Private Two-Year,% Private Four-Year,% Public Two-Year,% Public Four-Year,% MA Community College,% MA State University,% UMass,SAT_Tests Taken,MCAS_10thGrade_Math_SGP,MCAS_10thGrade_Math_Incl. in SGP(#),MCAS_10thGrade_English_SGP,MCAS_10thGrade_English_Incl. in SGP(#),School Accountability Percentile (1-99),Progress and Performance Index (PPI) - All Students,Charter School,Public School
2660505,Sharon High,Public School,Sharon,2067,"09,10,11,12",Sharon,2660000,250,282,260,266,0,1058,196.0,18.5,7.0,0.7,132.0,12.5,190.0,18.0,66.0,6.2,8.1,22.1,3.8,62.9,0.0,0.0,3.0,51.2,48.8,555.0,15.2,1138.0,20421703.0,78087.0,262.0,51393898.7,3515.6,14618.81,54939811.21,3567.3,15400.95,326.0,96.0,1.5,0.0,1.2,1.2,0.0,246.0,214.0,87.0,0.0,48.6,5.1,46.3,4.7,5.6,15.4,292.0,63.0,231.0,59.0,231.0,97.0,100.0,0,1
8710605,Shawsheen Valley Vocational Technical High School,Public School,Billerica,1821,"09,10,11,12",Shawsheen Valley Regional Vocational Technical,8710000,340,327,344,325,0,1336,12.0,0.9,0.0,0.0,321.0,24.0,445.0,33.3,175.0,13.1,1.5,0.7,4.3,91.5,0.3,0.0,1.6,57.5,42.5,574.0,16.7,1334.0,10716903.0,82948.0,129.0,26682124.84,1367.7,19508.76,26799890.84,1388.7,19298.55,337.0,99.1,0.3,0.0,0.6,0.0,0.0,338.0,187.0,55.3,0.0,27.8,39.0,33.2,37.4,15.0,12.3,174.0,78.0,298.0,82.0,297.0,88.0,96.0,0,1
2710505,Shrewsbury Sr High,Public School,Shrewsbury,1545,"09,10,11,12",Shrewsbury,2710000,513,428,441,410,0,1792,407.0,22.7,45.0,2.5,207.0,11.6,356.0,19.9,143.0,8.0,1.9,20.6,7.5,67.1,0.2,0.1,2.6,46.7,53.1,874.0,16.3,1664.0,29976467.0,75488.0,397.0,70288790.98,5868.2,11977.91,81796206.95,6221.5,13147.35,405.0,96.8,1.7,0.0,0.7,0.7,0.0,413.0,386.0,93.5,0.3,46.1,11.7,42.0,11.4,12.4,17.4,367.0,53.0,371.0,46.0,372.0,82.0,90.0,0,1
7600505,Silver Lake Regional High,Public School,Kingston,2364,"PK,09,10,11,12",Silver Lake,7600000,319,278,323,275,0,1279,4.0,0.3,0.0,0.0,206.0,16.1,349.0,27.3,190.0,14.9,1.6,0.7,1.0,95.9,0.0,0.2,0.5,52.5,47.5,453.0,20.0,1298.0,10633585.0,79060.0,135.0,26592383.11,1877.0,14167.49,26983281.11,1919.6,14056.72,289.0,97.9,0.7,0.0,0.7,0.7,0.0,276.0,208.0,75.4,0.0,35.1,17.3,47.6,16.8,20.7,13.9,216.0,55.0,308.0,42.5,312.0,69.0,82.0,0,1
4740505,A North Central Charter Essential (District),Charter School,Fitchburg,1420,"07,08,09,10,11,12",Sizer School,4740000,74,69,34,50,0,370,7.0,1.9,3.0,0.8,89.0,24.1,180.0,48.6,115.0,31.1,4.3,2.2,16.8,75.1,0.0,0.0,1.6,47.6,52.4,395.0,12.1,356.0,61783731.78285714,74361.47428571428,760.6,169085629.01008573,10029.715428571428,15021.581228571427,193649427.53302857,11312.36885714286,15417.92582857143,34.0,58.8,23.5,0.0,5.9,11.8,0.0,38.0,24.0,63.2,0.0,25.0,33.3,41.7,33.3,16.7,20.8,20.0,69.5,28.0,58.0,29.0,40.0,76.0,1,0
7630505,Somerset Berkley Regional High School,Public School,Somerset,2726,"09,10,11,12",Somerset Berkley Regional School District,7630000,278,269,212,247,0,1006,14.0,1.4,3.0,0.3,99.0,9.8,216.0,21.5,140.0,13.9,1.4,0.5,2.5,92.5,0.0,0.0,3.1,46.8,53.2,586.0,13.9,955.0,5248637.0,62858.0,84.0,13334501.0,926.3,14395.45,14440857.0,955.7,15110.24,238.0,96.2,0.0,0.0,1.3,2.5,0.0,215.0,186.0,86.5,0.0,18.8,33.9,47.3,33.3,18.8,18.8,162.0,51.0,191.0,52.0,191.0,68.0,79.0,0,1
2740510,Full Circle High School,Public School,Somerville,2145,"09,10,11,12",Somerville,2740000,15,21,12,12,1,61,21.0,34.4,1.0,1.6,41.0,67.2,54.0,88.5,45.0,73.8,23.0,1.6,39.3,32.8,0.0,0.0,3.3,62.3,37.7,57.0,7.6,71.0,30433467.0,71541.0,425.0,84687271.79,4846.8,17472.82,98400400.29,5416.9,18165.45,15.0,26.7,20.0,6.7,0.0,46.7,0.0,10.0,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,2.0,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,51.50445103857567,75.01474926253687,0,1
2740505,Somerville High,Public School,Somerville,2143,"09,10,11,12",Somerville,2740000,355,341,264,295,4,1259,723.0,57.4,194.0,15.4,213.0,16.9,730.0,58.0,499.0,39.6,13.6,9.4,45.8,30.5,0.0,0.0,0.7,54.7,45.3,594.0,14.0,1251.0,30433467.0,71541.0,425.0,84687271.79,4846.8,17472.82,98400400.29,5416.9,18165.45,314.0,85.0,5.4,0.0,0.3,8.6,0.6,279.0,203.0,72.8,0.0,36.9,35.5,27.6,35.0,7.9,19.2,165.0,69.0,192.0,77.0,194.0,39.0,83.0,0,1
2780505,South Hadley High,Public School,South Hadley,1075,"09,10,11,12",South Hadley,2780000,140,118,141,138,8,545,8.0,1.5,2.0,0.4,73.0,13.4,148.0,27.2,105.0,19.3,3.1,1.7,7.2,86.8,0.0,0.4,0.9,50.3,49.7,347.0,12.4,541.0,9915608.0,69927.0,142.0,25795000.0,1854.5,13909.41,29432889.0,2090.7,14078.01,141.0,93.6,2.1,0.7,0.0,3.5,0.0,139.0,111.0,79.9,0.0,30.6,38.7,30.6,37.8,9.9,14.4,90.0,59.0,122.0,53.0,123.0,55.0,79.0,0,1
8290605,Joseph P Keefe Technical High School,Public School,Framingham,1702,"09,10,11,12",South Middlesex Regional Vocational Technical,8290000,200,182,184,151,0,717,144.0,20.1,53.0,7.4,318.0,44.4,510.0,71.1,273.0,38.1,5.9,0.1,46.3,43.5,0.8,0.0,3.3,56.9,43.1,456.0,13.4,685.0,5832579.0,75650.0,77.0,17422413.91,676.4,25757.56,17422413.91,676.4,25757.56,164.0,93.9,2.4,0.0,0.6,3.0,0.0,137.0,60.0,43.8,0.0,30.0,51.7,18.3,51.7,13.3,3.3,47.0,54.0,159.0,65.5,156.0,31.0,72.0,0,1
4880550,South Shore Charter Public School,Charter School,Norwell,2061,"K,01,02,03,04,05,06,07,08,09,10,11,12",South Shore Charter Public (District),4880000,83,59,57,49,0,758,205.0,27.0,120.0,15.8,119.0,15.7,288.0,38.0,110.0,14.5,25.1,4.6,2.8,62.5,0.3,0.1,4.6,50.5,49.5,284.0,18.0,609.0,61783731.78285714,74361.47428571428,760.6,169085629.01008573,10029.715428571428,15021.581228571427,193649427.53302857,11312.36885714286,15417.92582857143,40.0,100.0,0.0,0.0,0.0,0.0,0.0,44.0,35.0,79.5,0.0,31.4,42.9,25.7,42.9,8.6,17.1,34.0,44.5,42.0,65.0,41.0,59.0,71.0,1,0
8730605,So Shore Vocational Technical High,Public School,Hanover,2339,"09,10,11,12",South Shore Regional Vocational Technical,8730000,158,176,165,137,0,636,1.0,0.2,0.0,0.0,196.0,30.8,303.0,47.6,163.0,25.6,0.8,0.5,3.3,92.8,0.0,0.2,2.5,66.4,33.6,514.0,13.0,621.0,4604998.0,85595.0,54.0,11935819.4,589.2,20257.67,11940819.4,590.2,20231.82,143.0,93.7,2.8,0.0,0.7,2.8,0.0,131.0,56.0,42.7,0.0,23.2,51.8,25.0,51.8,16.1,7.1,73.0,61.0,149.0,41.5,150.0,45.0,73.0,0,1
2770515,Southbridge High School,Public School,Southbridge,1550,"09,10,11,12",Southbridge,2770000,152,130,117,110,0,509,157.0,30.8,97.0,19.1,110.0,21.6,380.0,74.7,326.0,64.0,1.8,0.8,54.2,42.4,0.2,0.0,0.6,52.1,47.9,439.5703125,15.401562499999999,820.6770833333334,11348586.0,68572.0,166.0,30471381.79,2237.5,13618.49,34433712.93,2512.9,13702.78,193.04054054054055,83.4718918918919,7.069459459459459,1.207297297297297,1.1256756756756756,7.082702702702703,0.042702702702702704,175.62191780821917,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,140.24858757062148,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,51.50445103857567,75.01474926253687,0,1
8720605,Southeastern Regional Vocational Technical,Public School,South Easton,2375,"09,10,11,12",Southeastern Regional Vocational Technical,8720000,379,361,350,326,0,1416,336.0,23.7,25.0,1.8,300.0,21.2,779.0,55.0,553.0,39.1,32.6,1.4,11.7,50.4,0.1,0.0,3.9,51.2,48.8,631.0,16.1,1353.0,9965582.0,81685.0,122.0,27594341.0,1376.4,20048.2,27621522.0,1380.4,20009.8,301.0,97.0,1.0,0.3,0.7,1.0,0.0,294.0,164.0,55.8,0.0,22.0,44.5,33.5,43.9,19.5,9.1,137.0,54.0,329.0,56.0,331.0,52.0,88.0,0,1
7650505,Mt Everett Regional,Public School,Sheffield,1257,"07,08,09,10,11,12",Southern Berkshire,7650000,55,48,45,46,0,292,12.0,4.1,4.0,1.4,53.0,18.2,122.0,41.8,86.0,29.5,0.7,0.0,6.8,87.0,0.0,0.0,5.5,51.0,49.0,276.0,10.3,324.0,5645712.0,70660.0,80.0,16201403.44,765.9,21153.42,17110328.44,903.1,18946.22,59.0,94.9,0.0,0.0,0.0,5.1,0.0,57.0,41.0,71.9,0.0,53.7,24.4,22.0,24.4,2.4,4.9,42.0,75.0,40.0,64.0,40.0,79.0,69.0,0,1
