School Code,School Name,School Type,Town,Zip,Grade,District Name,District Code,9_Enrollment,10_Enrollment,11_Enrollment,12_Enrollment,SP_Enrollment,TOTAL_Enrollment,First Language Not English,% First Language Not English,English Language Learner,% English Language Learner,Students With Disabilities,% Students With Disabilities,High Needs,% High Needs,Economically Disadvantaged,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Total # of Classes,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil,# in Cohort,% Graduated,% Still in School,% Non-Grad Completers,% GED,% Dropped Out,% Permanently Excluded,High School Graduates (#),Attending Coll./Univ. (#),% Attending College,% Private Two-Year,% Private Four-Year,% Public Two-Year,% Public Four-Year,% MA Community College,% MA State University,% UMass,SAT_Tests Taken,MCAS_10thGrade_Math_SGP,MCAS_10thGrade_Math_Incl. in SGP(#),MCAS_10thGrade_English_SGP,MCAS_10thGrade_English_Incl. in SGP(#),School Accountability Percentile (1-99),Progress and Performance Index (PPI) - All Students,Charter School,Public School
1050505,Georgetown High School,Public School,Georgetown,1833,"09,10,11,12",Georgetown,1050000,108,98,112,93,0,411,1.0,0.2,0.0,0.0,56.0,13.6,84.0,20.4,42.0,10.2,0.7,1.0,2.7,93.2,0.0,0.0,2.4,47.7,52.3,312.0,12.8,404.0,7349590.0,66512.0,111.0,17682928.5,1469.0,12037.39,19067348.5,1513.1,12601.51,102.0,97.1,1.0,0.0,1.0,1.0,0.0,93.0,86.0,92.5,0.0,30.2,20.9,48.8,19.8,15.1,11.6,83.0,72.5,108.0,54.5,108.0,83.0,89.0,0,1
6740505,Turners Fall High,Public School,Montague,1351,"09,10,11,12",Gill-Montague,6740000,58,57,55,58,3,231,19.0,8.2,8.0,3.5,37.0,16.0,103.0,44.6,80.0,34.6,1.7,0.4,7.4,86.1,0.0,0.0,4.3,49.8,50.2,181.0,12.0,213.0,5375637.0,58115.0,93.0,17186608.08,969.9,17719.98,20028198.35,1279.0,15659.26,65.0,73.8,3.1,0.0,1.5,21.5,0.0,63.0,45.0,71.4,0.0,26.7,53.3,20.0,53.3,13.3,4.4,26.0,48.5,50.0,35.0,52.0,17.0,63.0,0,1
4960305,Global Learning Charter Public School,Charter School,New Bedford,2746,"05,06,07,08,09,10,11,12",Global Learning Charter Public (District),4960000,41,46,43,50,0,507,84.0,16.6,54.0,10.7,68.0,13.4,301.0,59.4,252.0,49.7,10.7,1.0,29.8,52.3,1.0,0.0,5.3,51.7,48.3,197.0,16.4,509.0,61783731.78285714,74361.47428571428,760.6,169085629.01008573,10029.715428571428,15021.581228571427,193649427.53302857,11312.36885714286,15417.92582857143,23.0,87.0,0.0,0.0,0.0,13.0,0.0,33.0,29.0,87.9,0.0,20.7,48.3,31.0,48.3,6.9,20.7,18.0,33.0,43.0,38.0,43.0,35.0,64.0,1,0
1070505,Gloucester High,Public School,Gloucester,1930,"09,10,11,12",Gloucester,1070000,226,201,204,183,4,818,79.0,9.7,34.0,4.2,209.0,25.6,392.0,47.9,267.0,32.6,2.2,1.7,7.5,85.7,0.2,0.7,2.0,51.1,48.9,417.0,14.9,863.0,19120842.0,72400.0,264.0,46955725.21,2923.5,16061.48,52818348.28,3287.6,16065.93,234.0,88.0,2.6,0.0,1.7,7.7,0.0,215.0,150.0,69.8,0.0,37.3,24.7,38.0,24.7,20.0,10.7,134.0,50.0,179.0,39.0,179.0,29.0,73.0,0,1
1100505,Grafton High School,Public School,Grafton,1519,"09,10,11,12",Grafton,1100000,221,228,185,188,13,835,28.0,3.4,4.0,0.5,114.0,13.7,181.0,21.7,90.0,10.8,1.2,8.9,3.5,84.1,0.0,0.1,2.3,48.4,51.6,389.0,18.0,832.0,15335841.0,67559.0,227.0,33610678.21,3119.1,10775.76,35806306.2,3242.4,11043.15,219.0,91.3,3.2,0.5,1.4,3.7,0.0,159.0,129.0,81.1,0.0,40.3,19.4,40.3,17.1,10.1,11.6,167.0,40.0,182.0,50.0,184.0,58.0,74.0,0,1
1110505,Granby Jr Sr High School,Public School,Granby,1033,"07,08,09,10,11,12",Granby,1110000,54,51,61,78,2,381,20.0,5.2,6.0,1.6,56.0,14.7,117.0,30.7,78.0,20.5,1.0,3.1,6.0,88.5,0.0,0.0,1.3,54.3,45.7,373.0,14.8,386.0,3874390.0,57229.0,68.0,9880961.07,874.7,11296.4,11444999.86,959.1,11933.06,74.0,93.2,1.4,1.4,1.4,2.7,0.0,73.0,58.0,79.5,0.0,19.0,51.7,29.3,48.3,15.5,12.1,36.0,40.0,60.0,31.0,60.0,44.0,56.0,0,1
8210605,Diman Regional Vocational Technical High,Public School,Fall River,2723,"09,10,11,12",Greater Fall River Regional Vocational Technical,8210000,372,347,334,341,1,1395,76.0,5.4,27.0,1.9,137.0,9.8,590.0,42.3,503.0,36.1,1.6,1.4,8.4,83.4,0.4,0.1,4.7,55.8,44.2,914.0,13.5,1398.0,10734806.0,80411.0,134.0,26115934.77,1442.7,18102.12,26123484.77,1444.2,18088.55,337.0,97.0,0.6,0.6,0.0,1.8,0.0,337.0,187.0,55.5,2.1,13.9,63.6,20.3,62.0,4.8,15.0,129.0,51.0,295.0,47.0,296.0,47.0,78.0,0,1
8230605,Gr Lawrence Regional Vocational Technical,Public School,Andover,1810,"09,10,11,12",Greater Lawrence Regional Vocational Technical,8230000,415,393,340,325,0,1473,601.0,40.8,145.0,9.8,300.0,20.4,985.0,66.9,768.0,52.1,0.8,1.0,80.6,17.4,0.1,0.0,0.1,49.2,50.8,1374.0,12.7,1384.0,10624141.0,77944.0,136.0,29269031.58,1314.9,22259.51,30053278.72,1461.9,20557.68,318.0,95.9,0.9,0.3,0.0,2.8,0.0,304.0,171.0,56.3,0.0,13.5,76.6,9.9,76.0,4.1,4.7,168.0,53.0,293.0,58.0,293.0,28.0,87.0,0,1
8280605,Gr Lowell Regional Vocational Technical,Public School,Tyngsborough,1879,"09,10,11,12",Greater Lowell Regional Vocational Technical,8280000,574,567,529,489,25,2184,527.0,24.1,118.0,5.4,462.0,21.2,1318.0,60.3,958.0,43.9,3.4,16.4,31.8,44.3,0.5,0.0,3.6,55.2,44.8,1319.0,17.9,2119.0,14722047.0,79965.0,184.0,40613611.39,2122.9,19131.19,40760200.39,2150.7,18952.06,486.0,93.6,3.5,1.0,0.2,1.6,0.0,492.0,258.0,52.4,0.0,13.2,70.5,16.3,68.6,10.5,5.0,184.0,54.0,477.0,58.0,480.0,46.0,80.0,0,1
8250605,Gr New Bedford Vocational Technical,Public School,New Bedford,2745,"09,10,11,12",Greater New Bedford Regional Vocational Technical,8250000,562,554,530,508,0,2154,499.0,23.2,61.0,2.8,243.0,11.3,974.0,45.2,795.0,36.9,8.7,0.7,19.9,66.7,0.4,0.0,3.6,49.6,50.4,1566.0,14.5,2174.0,15614978.0,79750.0,196.0,39087442.32,2092.3,18681.57,39097442.32,2094.3,18668.5,528.0,93.2,1.7,0.0,0.0,5.1,0.0,456.0,267.0,58.6,2.2,14.6,61.0,22.1,60.7,9.0,10.9,296.0,45.0,472.0,41.0,473.0,21.0,66.0,0,1
1140505,Greenfield High,Public School,Greenfield,1301,"08,09,10,11,12",Greenfield,1140000,84,87,86,99,2,448,54.0,12.1,20.0,4.5,80.0,17.9,227.0,50.7,199.0,44.4,3.1,3.1,14.7,74.1,0.0,0.0,4.9,54.0,46.0,351.0,13.4,473.0,9084246.0,60968.0,149.0,25326419.0,1676.7,15104.92,31243842.0,2148.3,14543.52,97.0,79.4,6.2,4.1,1.0,9.3,0.0,85.0,63.0,74.1,0.0,14.3,68.3,17.5,68.3,3.2,11.1,37.0,45.5,62.0,34.5,62.0,29.0,59.0,0,1
6730505,Groton Dunstable Regional,Public School,Groton,1450,"09,10,11,12",Groton-Dunstable,6730000,182,203,210,214,3,812,8.0,1.0,0.0,0.0,98.0,12.1,116.0,14.3,25.0,3.1,0.7,5.9,0.9,91.7,0.1,0.1,0.5,50.2,49.8,442.0,17.7,846.0,12847541.0,78291.0,164.0,31847802.0,2547.2,12503.06,35027299.0,2642.8,13253.86,220.0,98.2,0.5,0.0,0.0,1.4,0.0,224.0,201.0,89.7,0.0,44.3,14.4,41.3,12.4,7.0,17.9,195.0,68.0,201.0,54.0,201.0,98.0,100.0,0,1
1170505,Hopkins Academy,Public School,Hadley,1035,"07,08,09,10,11,12",Hadley,1170000,32,52,35,46,2,258,19.0,7.4,3.0,1.2,20.0,7.8,47.0,18.2,29.0,11.2,3.9,2.3,8.1,80.6,0.4,1.2,3.5,50.0,50.0,191.0,13.1,279.0,3017996.0,60970.0,50.0,7559519.08,617.6,12240.15,9355813.49,745.3,12553.08,53.0,96.2,3.8,0.0,0.0,0.0,0.0,41.0,35.0,85.4,0.0,57.1,17.1,25.7,14.3,5.7,17.1,42.0,61.5,30.0,63.0,30.0,74.0,60.0,0,1
6750505,Hamilton-Wenham Regional High,Public School,South Hamilton,1982,"09,10,11,12",Hamilton-Wenham,6750000,134,150,133,157,0,574,5.0,0.9,0.0,0.0,76.0,13.2,105.0,18.3,36.0,6.3,0.2,4.0,2.3,91.1,0.0,0.2,2.3,46.9,53.1,293.0,14.8,609.0,10773032.0,73336.0,147.0,27630413.32,1845.0,14975.83,30109157.04,1887.0,15956.1,160.0,98.1,0.6,0.0,0.6,0.6,0.0,159.0,142.0,89.3,0.0,54.2,2.8,43.0,2.8,9.9,12.7,155.0,49.0,115.0,60.0,116.0,91.0,90.0,0,1
4990305,Hampden Charter School of Science,Charter School,Chicopee,1022,"06,07,08,09,10,11,12",Hampden Charter School of Science (District),4990000,81,40,37,39,0,478,56.0,11.7,22.0,4.6,37.0,7.7,226.0,47.3,200.0,41.8,24.9,2.7,30.5,39.1,0.0,0.0,2.7,50.2,49.8,315.0,18.1,450.0,61783731.78285714,74361.47428571428,760.6,169085629.01008573,10029.715428571428,15021.581228571427,193649427.53302857,11312.36885714286,15417.92582857143,35.0,94.3,5.7,0.0,0.0,0.0,0.0,42.0,40.0,95.2,0.0,22.5,57.5,20.0,55.0,5.0,15.0,36.0,77.0,43.0,61.0,43.0,86.0,92.0,1,0
6800505,Minnechaug Regional High,Public School,Wilbraham,1095,"09,10,11,12",Hampden-Wilbraham,6800000,284,303,274,284,2,1147,31.0,2.7,0.0,0.0,156.0,13.6,247.0,21.5,132.0,11.5,2.7,3.0,5.2,86.7,0.1,0.2,2.2,50.2,49.8,511.0,17.5,1169.0,16001008.0,71211.0,225.0,42314596.85,3196.1,13239.45,45111006.44,3261.9,13829.67,293.0,94.9,1.7,0.0,0.3,2.7,0.3,306.0,265.0,86.6,0.0,36.2,26.8,37.0,23.4,13.2,11.3,240.0,59.0,252.0,54.0,255.0,78.0,80.0,0,1
6830505,Hampshire Regional High,Public School,Westhampton,1027,"07,08,09,10,11,12",Hampshire,6830000,118,95,110,115,6,741,25.0,3.4,6.0,0.8,134.0,18.1,215.0,29.0,121.0,16.3,0.7,0.5,2.8,93.5,0.1,0.0,2.3,44.9,55.1,524.0,13.3,747.0,4677738.0,71416.0,66.0,12241543.0,747.0,16387.61,13696426.0,847.6,16159.07,130.0,97.7,2.3,0.0,0.0,0.0,0.0,117.0,100.0,85.5,0.0,30.0,39.0,31.0,39.0,11.0,9.0,90.0,56.0,106.0,50.5,104.0,66.0,64.0,0,1
1220505,Hanover High,Public School,Hanover,2339,"09,10,11,12",Hanover,1220000,179,219,192,198,2,790,12.0,1.5,5.0,0.6,131.0,16.6,166.0,21.0,45.0,5.7,0.6,2.0,0.9,96.1,0.0,0.0,0.4,52.9,46.8,365.0,16.7,803.0,15521473.0,76609.0,203.0,31815643.33,2630.5,12094.9,33504981.25,2686.0,12473.93,204.0,98.5,0.5,0.0,0.0,1.0,0.0,191.0,166.0,86.9,0.0,38.6,11.4,50.0,11.4,19.9,16.9,187.0,43.5,182.0,46.5,182.0,74.0,85.0,0,1
1250505,Bromfield,Public School,Harvard,1451,"06,07,08,09,10,11,12",Harvard,1250000,93,103,108,107,0,684,21.0,3.1,2.0,0.3,75.0,11.0,113.0,16.5,36.0,5.3,1.9,12.1,3.2,81.0,0.0,0.0,1.8,50.7,49.3,340.0,15.6,706.0,7465241.0,83504.0,89.0,17362767.77,1149.6,15103.31,18964549.41,1200.4,15798.53,102.0,95.1,2.9,0.0,0.0,2.0,0.0,108.0,98.0,90.7,0.0,53.1,5.1,41.8,5.1,2.0,23.5,95.0,74.0,95.0,57.0,59.0,94.0,88.0,0,1
1270505,Smith Academy,Public School,Hatfield,1038,"07,08,09,10,11,12",Hatfield,1270000,32,28,29,29,0,198,1.0,0.5,1.0,0.5,36.0,18.2,58.0,29.3,28.0,14.1,1.5,2.5,3.5,88.9,0.0,0.0,3.5,52.0,48.0,144.0,11.7,190.0,2414035.0,58030.0,42.0,5920003.0,451.6,13108.95,6863524.0,507.6,13521.52,28.0,100.0,0.0,0.0,0.0,0.0,0.0,41.0,32.0,78.0,0.0,46.9,31.3,21.9,31.3,9.4,9.4,21.0,72.0,29.0,45.5,30.0,71.0,77.0,0,1
1280033,Haverhill Alternative School,Public School,Haverhill,1830,"06,07,08,09,10,11,12",Haverhill,1280000,14,5,7,6,0,46,5.0,10.9,0.0,0.0,45.0,97.8,46.0,100.0,39.0,84.8,6.5,0.0,41.3,52.2,0.0,0.0,0.0,76.1,23.9,37.0,5.5,41.0,33189622.0,67376.0,493.0,89717599.0,7202.0,12457.32,104197348.0,8470.6,12301.06,11.0,18.2,36.4,9.1,0.0,36.4,0.0,175.62191780821917,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,1.0,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,51.50445103857567,75.01474926253687,0,1
1280505,Haverhill High,Public School,Haverhill,1832,"09,10,11,12",Haverhill,1280000,505,451,391,453,28,1828,315.0,17.2,122.0,6.7,313.0,17.1,833.0,45.6,632.0,34.6,3.5,2.2,30.9,62.4,0.1,0.0,0.9,52.8,47.2,790.0,16.8,1757.0,33189622.0,67376.0,493.0,89717599.0,7202.0,12457.32,104197348.0,8470.6,12301.06,469.0,77.8,5.5,3.0,1.1,12.6,0.0,353.0,238.0,67.4,0.0,24.4,42.0,33.6,39.9,4.2,18.5,231.0,43.0,321.0,39.0,299.0,10.0,60.0,0,1
1280073,TEACH,Public School,Haverhill,1830,"K,01,02,03,04,05,06,07,08,09,10,11,12",Haverhill,1280000,1,4,0,1,14,51,4.0,7.8,2.0,3.9,50.0,98.0,51.0,100.0,35.0,68.6,2.0,2.0,39.2,54.9,0.0,0.0,2.0,76.5,23.5,60.0,3.7,44.0,33189622.0,67376.0,493.0,89717599.0,7202.0,12457.32,104197348.0,8470.6,12301.06,193.04054054054055,83.4718918918919,7.069459459459459,1.207297297297297,1.1256756756756756,7.082702702702703,0.042702702702702704,175.62191780821917,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,140.24858757062148,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,51.50445103857567,75.01474926253687,0,1
1310505,Hingham High,Public School,Hingham,2043,"09,10,11,12",Hingham,1310000,315,284,329,296,1,1225,9.0,0.7,0.0,0.0,137.0,11.2,201.0,16.4,78.0,6.4,0.9,2.1,2.8,91.4,0.0,0.0,2.8,50.9,49.1,595.0,14.8,1199.0,22053268.0,77082.0,286.0,49441993.68,4265.1,11592.22,53492484.68,4325.2,12367.63,271.0,99.3,0.4,0.0,0.0,0.4,0.0,280.0,246.0,87.9,0.0,63.8,2.8,33.3,2.8,4.5,8.1,249.0,54.0,294.0,49.0,295.0,89.0,94.0,0,1
1330505,Holbrook Jr Sr High,Public School,Holbrook,2343,"07,08,09,10,11,12",Holbrook,1330000,71,53,74,62,1,465,70.0,15.1,21.0,4.5,70.0,15.1,214.0,46.0,161.0,34.6,23.2,4.9,11.0,54.8,0.0,0.0,6.0,50.5,49.5,250.0,12.9,459.0,5279680.0,62041.0,85.0,14954903.28,1169.7,12785.25,18372602.65,1243.0,14780.85,76.0,88.2,2.6,0.0,1.3,7.9,0.0,66.0,41.0,62.1,0.0,19.5,39.0,41.5,39.0,9.8,31.7,49.0,35.0,57.0,32.0,56.0,48.0,73.0,0,1
1360505,Holliston High,Public School,Holliston,1746,"09,10,11,12",Holliston,1360000,225,186,184,211,3,809,31.0,3.8,5.0,0.6,109.0,13.5,144.0,17.8,45.0,5.6,0.6,5.2,2.1,89.6,0.0,0.0,2.5,51.5,48.5,459.0,16.7,808.0,16285433.0,78598.0,207.0,34833778.61,2820.3,12351.09,38995616.41,2900.1,13446.3,211.0,96.2,1.9,0.5,0.5,0.9,0.0,172.0,153.0,89.0,0.0,47.1,8.5,44.4,8.5,9.8,15.0,197.0,58.0,185.0,49.5,184.0,92.0,98.0,0,1
1370505,Holyoke High,Public School,Holyoke,1040,"09,10,11,12",Holyoke,1370000,433,320,280,250,2,1285,550.0,42.8,191.0,14.9,213.0,16.6,878.0,68.3,797.0,62.0,2.6,1.0,72.1,22.7,0.0,0.1,1.4,51.9,48.1,561.0,18.1,1243.0,29775072.0,67517.0,441.0,87494475.77,5459.3,16026.68,105351979.61,6692.3,15742.27,347.0,68.9,8.6,4.9,3.7,13.8,0.0,280.0,194.0,69.3,0.0,14.9,67.0,18.0,67.0,6.2,9.8,92.0,47.0,204.0,46.0,203.0,12.0,59.0,0,1
1370605,Wm J Dean Vocational Technical High,Public School,Holyoke,1040,"10,11,12",Holyoke,1370000,0,101,79,72,0,252,160.0,63.5,72.0,28.6,98.0,38.9,231.0,91.7,210.0,83.3,2.0,0.4,90.9,6.7,0.0,0.0,0.0,58.3,41.7,206.0,12.7,386.0,29775072.0,67517.0,441.0,87494475.77,5459.3,16026.68,105351979.61,6692.3,15742.27,115.0,40.0,11.3,16.5,1.7,30.4,0.0,60.0,28.0,46.7,0.0,3.6,96.4,0.0,96.4,0.0,0.0,19.0,27.0,69.0,36.0,69.0,1.0,43.0,0,1
1380505,Hopedale Jr Sr High,Public School,Hopedale,1747,"07,08,09,10,11,12",Hopedale,1380000,72,84,88,89,0,524,24.0,4.6,3.0,0.6,86.0,16.4,120.0,22.9,47.0,9.0,1.1,1.9,2.9,92.4,1.0,0.0,0.8,48.3,51.7,335.0,14.2,513.0,5635272.0,65526.0,86.0,14125076.0,1221.0,11568.45,15284889.0,1291.3,11836.82,82.0,95.1,2.4,1.2,0.0,1.2,0.0,85.0,73.0,85.9,0.0,46.6,8.2,45.2,5.5,11.0,17.8,68.0,45.0,86.0,57.5,86.0,79.0,89.0,0,1
1390505,Hopkinton High,Public School,Hopkinton,1748,"09,10,11,12",Hopkinton,1390000,274,264,270,282,2,1092,27.0,2.5,5.0,0.5,126.0,11.5,155.0,14.2,42.0,3.8,0.5,7.6,1.4,89.1,0.3,0.0,1.2,48.5,51.5,844.0,17.6,1121.0,20872912.0,82436.0,253.0,44805356.74,3425.3,13080.71,47411094.36,3502.9,13534.81,306.0,98.7,0.7,0.3,0.0,0.3,0.0,288.0,259.0,89.9,0.0,41.3,6.9,51.7,5.8,7.7,19.7,278.0,55.5,248.0,61.0,245.0,97.0,100.0,0,1
1410505,Hudson High,Public School,Hudson,1749,"08,09,10,11,12",Hudson,1410000,197,190,189,146,0,943,153.0,16.2,37.0,3.9,146.0,15.5,300.0,31.8,182.0,19.3,1.7,2.1,5.8,88.5,0.3,0.0,1.5,48.9,51.1,567.0,15.1,1079.0,17895923.0,73889.0,242.0,39836598.97,2853.1,13962.57,44001824.78,3006.2,14637.03,190.0,91.1,2.6,1.1,1.1,3.7,0.5,171.0,150.0,87.7,0.0,40.7,14.7,44.7,13.3,16.7,18.0,153.0,48.0,158.0,54.0,156.0,38.0,61.0,0,1
1420505,Hull High,Public School,Hull,2045,"09,10,11,12",Hull,1420000,71,79,62,99,0,311,4.0,1.3,3.0,1.0,56.0,18.0,116.0,37.3,85.0,27.3,1.0,1.0,3.2,92.0,0.0,0.3,2.6,56.6,43.4,260.0,11.1,324.0,6961852.0,80206.0,87.0,17437822.0,1023.1,17044.1,19208079.0,1087.0,17670.73,88.0,81.8,12.5,0.0,0.0,5.7,0.0,86.0,66.0,76.7,0.0,27.3,18.2,54.5,15.2,27.3,19.7,66.0,35.5,56.0,52.0,55.0,51.0,64.0,0,1
4350305,Innovation Academy Charter School,Charter School,Tyngsboro,1879,"05,06,07,08,09,10,11,12",Innovation Academy Charter (District),4350000,92,104,95,97,0,792,38.0,4.8,20.0,2.5,148.0,18.7,226.0,28.5,77.0,9.7,3.5,7.4,6.6,77.8,0.0,0.0,4.7,48.4,51.6,512.0,18.1,788.0,61783731.78285714,74361.47428571428,760.6,169085629.01008573,10029.715428571428,15021.581228571427,193649427.53302857,11312.36885714286,15417.92582857143,80.0,88.8,8.8,0.0,1.3,1.3,0.0,65.0,59.0,90.8,0.0,49.2,20.3,30.5,20.3,8.5,15.3,70.0,36.0,86.0,66.0,85.0,77.0,73.0,1,0
1440505,Ipswich High,Public School,Ipswich,1938,"09,10,11,12",Ipswich,1440000,138,124,117,158,6,543,16.0,2.9,5.0,0.9,67.0,12.3,103.0,19.0,49.0,9.0,0.7,2.0,3.5,90.8,0.0,0.0,2.9,49.7,50.3,380.0,12.2,542.0,9882874.0,68727.0,144.0,25312752.88,1893.5,13368.23,27470248.66,1952.5,14069.27,131.0,94.7,1.5,0.8,0.8,2.3,0.0,146.0,118.0,80.8,0.0,39.8,14.4,45.8,13.6,12.7,17.8,110.0,42.0,111.0,56.0,113.0,72.0,76.0,0,1
4290010,KIPP Academy Lynn Charter School,Charter School,Lynn,1902,"K,01,05,06,07,08,09,10,11,12",KIPP Academy Lynn Charter (District),4290000,130,130,111,94,0,1196,815.0,68.1,328.0,27.4,149.0,12.5,828.0,69.2,575.0,48.1,22.9,2.3,65.6,6.2,0.2,0.0,2.9,49.1,50.9,291.0,22.1,1018.0,61783731.78285714,74361.47428571428,760.6,169085629.01008573,10029.715428571428,15021.581228571427,193649427.53302857,11312.36885714286,15417.92582857143,77.0,88.3,7.8,0.0,1.3,2.6,0.0,74.0,59.0,79.7,0.0,44.1,16.9,39.0,16.9,18.6,16.9,3.0,40.0,95.0,51.0,94.0,88.0,100.0,1,0
6900505,King Philip Regional High,Public School,Wrentham,2093,"09,10,11,12",King Philip,6900000,339,318,337,319,7,1320,30.0,2.3,4.0,0.3,145.0,11.0,226.0,17.1,107.0,8.1,1.3,1.7,1.5,93.5,0.0,0.1,1.9,53.0,47.0,505.0,19.1,1346.0,8781464.0,69091.0,127.0,25685405.0,2075.4,12376.12,29902417.0,2153.8,13883.56,368.0,95.9,2.2,0.5,0.3,1.1,0.0,269.0,235.0,87.4,0.0,42.1,14.9,43.0,13.6,12.8,13.2,332.0,51.5,312.0,46.0,314.0,77.0,92.0,0,1
1490536,High School Learning Center,Public School,Lawrence,1840,"09,10,11,12",Lawrence,1490000,6,32,51,87,0,176,141.0,80.1,50.0,28.4,26.0,14.8,144.0,81.8,110.0,62.5,1.1,0.6,95.5,2.8,0.0,0.0,0.0,64.8,35.2,165.0,8.9,162.0,72916951.0,70872.0,1029.0,195428938.41,13845.2,14115.28,224274995.41,15494.3,14474.68,136.0,40.4,27.9,12.5,1.5,17.6,0.0,77.0,24.0,31.2,0.0,4.2,91.7,4.2,83.3,0.0,0.0,140.24858757062148,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,51.50445103857567,75.01474926253687,0,1
1490515,Lawrence High School,Public School,Lawrence,1843,"09,10,11,12",Lawrence,1490000,990,795,793,702,15,3295,2759.0,83.7,1020.0,31.0,589.0,17.9,2641.0,80.2,1906.0,57.8,1.6,1.4,93.1,3.6,0.1,0.0,0.2,52.3,47.7,244.0,18.8,785.0,72916951.0,70872.0,1029.0,195428938.41,13845.2,14115.28,224274995.41,15494.3,14474.68,193.04054054054055,83.4718918918919,7.069459459459459,1.207297297297297,1.1256756756756756,7.082702702702703,0.042702702702702704,175.62191780821917,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,140.24858757062148,50.57507507507508,167.36857142857144,50.83483483483484,166.0625,51.50445103857567,75.01474926253687,0,1
1490540,Phoenix Academy Lawrence,Public School,Lawrence,1841,"09,10,11,12",Lawrence,1490000,61,32,25,33,0,151,114.0,75.5,28.0,18.5,34.0,22.5,127.0,84.1,110.0,72.8,2.6,0.7,90.7,6.0,0.0,0.0,0.0,58.3,41.7,193.0,14.1,160.0,72916951.0,70872.0,1029.0,195428938.41,13845.2,14115.28,224274995.41,15494.3,14474.68,54.0,13.0,31.5,0.0,7.4,48.1,0.0,12.0,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,10.0,50.57507507507508,2.0,50.83483483483484,2.0,51.50445103857567,75.01474926253687,0,1
1490537,School for Exceptional Studies,Public School,Lawrence,1841,"K,01,02,03,04,05,06,07,08,09,10,11,12",Lawrence,1490000,15,12,17,16,19,176,100.0,56.8,26.0,14.8,176.0,100.0,176.0,100.0,142.0,80.7,2.3,0.6,84.7,11.9,0.0,0.0,0.6,79.0,21.0,249.0,5.8,201.0,72916951.0,70872.0,1029.0,195428938.41,13845.2,14115.28,224274995.41,15494.3,14474.68,25.0,20.0,48.0,4.0,0.0,28.0,0.0,8.0,143.08797653958945,74.4982404692082,0.15249266862170088,32.550439882697944,32.0633431085044,35.23870967741935,30.900293255131963,12.958944281524927,13.473607038123166,140.24858757062148,50.57507507507508,8.0,50.83483483483484,10.0,5.0,53.0,0,1
1500505,Lee Middle/High School,Public School,Lee,1238,"07,08,09,10,11,12",Lee,1500000,64,62,55,62,0,349,23.0,6.6,5.0,1.4,44.0,12.6,128.0,36.7,98.0,28.1,0.0,2.0,8.9,87.1,0.0,0.0,2.0,49.9,50.1,241.0,12.3,352.0,4546268.0,64212.0,71.0,12187653.43,684.3,17810.4,13011086.48,787.7,16517.82,65.0,87.7,6.2,0.0,3.1,3.1,0.0,51.0,36.0,70.6,0.0,16.7,30.6,52.8,30.6,25.0,11.1,32.0,48.5,38.0,71.0,38.0,38.0,58.0,0,1
1510505,Leicester High,Public School,Leicester,1524,"09,10,11,12",Leicester,1510000,127,105,117,106,0,455,24.0,5.3,7.0,1.5,56.0,12.3,131.0,28.8,88.0,19.3,4.6,3.1,4.8,84.8,0.7,0.4,1.5,50.5,49.5,238.0,16.3,440.0,7683225.0,72758.0,106.0,18809544.21,1601.0,11748.62,22159566.67,1736.4,12761.79,113.0,87.6,8.0,0.9,1.8,1.8,0.0,101.0,82.0,81.2,0.0,28.0,26.8,45.1,26.8,22.0,19.5,87.0,42.0,98.0,45.5,98.0,42.0,75.0,0,1
1520505,Lenox Memorial High,Public School,Lenox,1240,"06,07,08,09,10,11,12",Lenox,1520000,68,50,68,64,0,455,29.0,6.4,12.0,2.6,43.0,9.5,118.0,25.9,86.0,18.9,0.7,5.3,6.4,85.3,0.2,0.0,2.2,45.5,54.5,362.0,11.3,414.0,5654627.0,72217.0,78.0,13359388.86,731.1,18273.0,13808007.2,787.8,17527.3,41.0,97.6,2.4,0.0,0.0,0.0,0.0,64.0,59.0,92.2,0.0,32.2,37.3,30.5,32.2,6.8,15.3,37.0,56.0,55.0,75.0,55.0,89.0,71.0,0,1
