School Code,School Name,School Type,Town,Zip,Grade,District Name,District Code,5_Enrollment,6_Enrollment,7_Enrollment,8_Enrollment,SP_Enrollment,TOTAL_Enrollment,First Language Not English,% First Language Not English,English Language Learner,% English Language Learner,Students With Disabilities,% Students With Disabilities,High Needs,% High Needs,Economically Disadvantaged,% Economically Disadvantaged,% African American,% Asian,% Hispanic,% White,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Total # of Classes,Average Class Size,Number of Students,Salary Totals,Average Salary,FTE Count,In-District Expenditures,Total In-district FTEs,Average In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Average Expenditures per Pupil,School Accountability Percentile (1-99),Progress and Performance Index (PPI) - All Students,Charter School,Public School,PPI_met
1330505,Holbrook Jr Sr High,Public School,Holbrook,2343,"07,08,09,10,11,12",Holbrook,1330000,0,0,115,89,1,465,70.0,15.1,21.0,4.5,70.0,15.1,214.0,46.0,161.0,34.6,23.2,4.9,11.0,54.8,0.0,0.0,6.0,50.5,49.5,250.0,12.9,459.0,5279680.0,62041.0,85.0,14954903.28,1169.7,12785.25,18372602.65,1243.0,14780.85,48.0,73.0,0,1,0
1360305,Robert H. Adams Middle School,Public School,Holliston,1746,"06,07,08",Holliston,1360000,0,213,226,224,0,663,43.0,6.5,12.0,1.8,123.0,18.6,160.0,24.1,49.0,7.4,0.5,7.7,3.9,84.9,0.8,0.0,2.3,49.0,51.0,422.0,17.2,709.0,16285433.0,78598.0,207.0,34833778.61,2820.3,12351.09,38995616.41,2900.1,13446.3,91.0,87.0,0,1,1
1370030,William R. Peck School,Public School,Holyoke,1040,"04,05,06,07,08",Holyoke,1370000,62,80,93,70,0,366,195.0,53.3,121.0,33.1,117.0,32.0,341.0,93.2,311.0,85.0,1.9,0.0,91.0,6.3,0.0,0.3,0.5,54.4,45.6,264.0,11.4,354.0,29775072.0,67517.0,441.0,87494475.77,5459.3,16026.68,105351979.61,6692.3,15742.27,2.0,44.0,0,1,0
1380505,Hopedale Jr Sr High,Public School,Hopedale,1747,"07,08,09,10,11,12",Hopedale,1380000,0,0,103,88,0,524,24.0,4.6,3.0,0.6,86.0,16.4,120.0,22.9,47.0,9.0,1.1,1.9,2.9,92.4,1.0,0.0,0.8,48.3,51.7,335.0,14.2,513.0,5635272.0,65526.0,86.0,14125076.0,1221.0,11568.45,15284889.0,1291.3,11836.82,79.0,89.0,0,1,1
1390305,Hopkinton Middle School,Public School,Hopkinton,1748,"06,07,08",Hopkinton,1390000,0,286,275,309,0,870,33.0,3.8,4.0,0.5,123.0,14.1,148.0,17.0,25.0,2.9,0.9,11.5,1.4,84.0,0.2,0.0,2.0,47.7,52.3,505.0,22.0,855.0,20872912.0,82436.0,253.0,44805356.74,3425.3,13080.71,47411094.36,3502.9,13534.81,97.0,100.0,0,1,1
1410410,David J. Quinn Middle School,Public School,Hudson,1749,"05,06,07",Hudson,1410000,229,204,205,0,0,638,111.0,17.4,36.0,5.6,113.0,17.7,226.0,35.4,133.0,20.8,1.3,1.4,7.8,86.4,0.0,0.2,3.0,47.6,52.4,447.0,18.3,663.0,17895923.0,73889.0,242.0,39836598.97,2853.1,13962.57,44001824.78,3006.2,14637.03,57.0,67.0,0,1,0
1420305,Memorial Middle,Public School,Hull,2045,"06,07,08",Hull,1420000,0,63,63,78,0,204,2.0,1.0,2.0,1.0,33.0,16.2,73.0,35.8,52.0,25.5,1.0,0.5,0.5,96.6,0.0,0.0,1.5,53.9,46.1,124.0,16.8,228.0,6961852.0,80206.0,87.0,17437822.0,1023.1,17044.1,19208079.0,1087.0,17670.73,41.0,72.0,0,1,0
4350305,Innovation Academy Charter School,Charter School,Tyngsboro,1879,"05,06,07,08,09,10,11,12",Innovation Academy Charter (District),4350000,100,104,100,100,0,792,38.0,4.8,20.0,2.5,148.0,18.7,226.0,28.5,77.0,9.7,3.5,7.4,6.6,77.8,0.0,0.0,4.7,48.4,51.6,512.0,18.1,788.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,77.0,73.0,1,0,0
1440305,Ipswich Middle School,Public School,Ipswich,1938,"06,07,08",Ipswich,1440000,0,134,164,160,0,458,8.0,1.7,3.0,0.7,65.0,14.2,105.0,22.9,50.0,10.9,0.7,1.3,3.9,89.3,0.0,0.0,4.8,48.5,51.5,227.0,22.5,488.0,9882874.0,68727.0,144.0,25312752.88,1893.5,13368.23,27470248.66,1952.5,14069.27,69.0,61.0,0,1,0
4290010,KIPP Academy Lynn Charter School,Charter School,Lynn,1902,"K,01,05,06,07,08,09,10,11,12",KIPP Academy Lynn Charter (District),4290000,126,124,119,117,0,1196,815.0,68.1,328.0,27.4,149.0,12.5,828.0,69.2,575.0,48.1,22.9,2.3,65.6,6.2,0.2,0.0,2.9,49.1,50.9,291.0,22.1,1018.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,88.0,100.0,1,0,1
6900510,King Philip Middle School,Public School,Norfolk,2056,"07,08",King Philip,6900000,0,0,400,376,0,776,12.0,1.5,1.0,0.1,118.0,15.2,147.0,18.9,45.0,5.8,1.9,1.8,2.7,91.9,0.0,0.0,1.7,52.4,47.4,388.0,20.2,801.0,8781464.0,69091.0,127.0,25685405.0,2075.4,12376.12,29902417.0,2153.8,13883.56,62.0,66.0,0,1,0
1490015,Alexander B Bruce,Public School,Lawrence,1841,"03,04,05,06,07,08",Lawrence,1490000,88,97,79,85,0,514,399.0,77.6,161.0,31.3,92.0,17.9,450.0,87.5,354.0,68.9,1.4,1.9,92.2,4.5,0.0,0.0,0.0,50.0,50.0,174.0,22.5,531.0,72916951.0,70872.0,1029.0,195428938.41,13845.2,14115.28,224274995.41,15494.3,14474.68,17.0,65.0,0,1,0
1490017,Arlington Middle School,Public School,Lawrence,1841,"05,06,07,08",Lawrence,1490000,127,152,146,146,0,571,467.0,81.8,209.0,36.6,84.0,14.7,498.0,87.2,370.0,64.8,0.7,0.0,97.4,1.8,0.0,0.0,0.2,49.6,50.4,239.0,23.2,572.0,72916951.0,70872.0,1029.0,195428938.41,13845.2,14115.28,224274995.41,15494.3,14474.68,15.0,68.0,0,1,0
1490525,Frost Middle School,Public School,Lawrence,1843,"05,06,07,08",Lawrence,1490000,122,115,121,118,0,476,228.0,47.9,51.0,10.7,66.0,13.9,306.0,64.3,251.0,52.7,1.9,4.2,82.1,10.9,0.0,0.0,0.8,52.9,47.1,228.0,24.2,500.0,72916951.0,70872.0,1029.0,195428938.41,13845.2,14115.28,224274995.41,15494.3,14474.68,40.0,60.0,0,1,0
1490025,Guilmette Middle School,Public School,Lawrence,1841,"05,06,07,08",Lawrence,1490000,116,123,130,129,0,498,377.0,75.7,85.0,17.1,99.0,19.9,422.0,84.7,361.0,72.5,2.2,1.4,94.0,1.8,0.0,0.0,0.6,48.6,51.4,395.0,13.2,520.0,72916951.0,70872.0,1029.0,195428938.41,13845.2,14115.28,224274995.41,15494.3,14474.68,18.0,77.0,0,1,1
1490027,Parthum Middle School,Public School,Lawrence,1841,"05,06,07,08",Lawrence,1490000,110,146,145,126,0,527,344.0,65.3,121.0,23.0,79.0,15.0,410.0,77.8,324.0,61.5,0.9,0.2,91.7,6.5,0.0,0.0,0.8,52.2,47.8,296.0,22.4,562.0,72916951.0,70872.0,1029.0,195428938.41,13845.2,14115.28,224274995.41,15494.3,14474.68,29.0,67.0,0,1,0
1490085,Spark Academy,Public School,Lawrence,1843,"06,07,08",Lawrence,1490000,0,140,158,160,0,458,341.0,74.5,128.0,27.9,121.0,26.4,387.0,84.5,313.0,68.3,1.3,2.4,92.1,3.7,0.0,0.0,0.4,46.7,53.3,210.0,16.8,448.0,72916951.0,70872.0,1029.0,195428938.41,13845.2,14115.28,224274995.41,15494.3,14474.68,23.0,79.0,0,1,1
1490090,UP Academy Leonard Middle School,Public School,Lawrence,1841,"06,07,08",Lawrence,1490000,0,82,123,117,0,322,265.0,82.3,114.0,35.4,57.0,17.7,278.0,86.3,212.0,65.8,0.9,0.0,96.0,3.1,0.0,0.0,0.0,52.5,47.5,85.0,25.0,356.0,72916951.0,70872.0,1029.0,195428938.41,13845.2,14115.28,224274995.41,15494.3,14474.68,34.0,100.0,0,1,1
1490049,UP Academy Oliver Middle School,Public School,Lawrence,1840,"06,07,08",Lawrence,1490000,0,125,117,103,0,345,275.0,79.7,106.0,30.7,60.0,17.4,287.0,83.2,220.0,63.8,1.2,0.3,96.8,1.7,0.0,0.0,0.0,53.0,47.0,77.0,24.0,334.0,72916951.0,70872.0,1029.0,195428938.41,13845.2,14115.28,224274995.41,15494.3,14474.68,28.0,72.0,0,1,0
1500505,Lee Middle/High School,Public School,Lee,1238,"07,08,09,10,11,12",Lee,1500000,0,0,47,59,0,349,23.0,6.6,5.0,1.4,44.0,12.6,128.0,36.7,98.0,28.1,0.0,2.0,8.9,87.1,0.0,0.0,2.0,49.9,50.1,241.0,12.3,352.0,4546268.0,64212.0,71.0,12187653.43,684.3,17810.4,13011086.48,787.7,16517.82,38.0,58.0,0,1,0
1510015,Leicester Middle,Public School,Leicester,1524,"06,07,08",Leicester,1510000,0,120,161,121,0,402,20.0,5.0,8.0,2.0,53.0,13.2,130.0,32.3,85.0,21.1,4.0,2.0,10.2,81.1,0.0,0.0,2.7,50.5,49.5,198.0,19.8,429.0,7683225.0,72758.0,106.0,18809544.21,1601.0,11748.62,22159566.67,1736.4,12761.79,32.0,71.0,0,1,0
1520505,Lenox Memorial High,Public School,Lenox,1240,"06,07,08,09,10,11,12",Lenox,1520000,0,68,68,69,0,455,29.0,6.4,12.0,2.6,43.0,9.5,118.0,25.9,86.0,18.9,0.7,5.3,6.4,85.3,0.2,0.0,2.2,45.5,54.5,362.0,11.3,414.0,5654627.0,72217.0,78.0,13359388.86,731.1,18273.0,13808007.2,787.8,17527.3,89.0,71.0,0,1,0
1530045,Samoset School,Public School,Leominster,1453,"06,07,08",Leominster,1530000,0,163,162,157,0,482,79.0,16.4,7.0,1.5,116.0,24.1,219.0,45.4,151.0,31.3,7.5,1.9,29.0,59.3,0.0,0.0,2.3,53.1,46.9,434.0,14.1,494.0,30250779.0,68580.0,441.0,77811818.27,6061.3,12837.48,87406562.27,6568.8,13306.32,20.0,62.0,0,1,0
1530320,Sky View Middle School,Public School,Leominster,1453,"06,07,08",Leominster,1530000,0,285,306,293,0,884,189.0,21.4,59.0,6.7,192.0,21.7,460.0,52.0,309.0,35.0,7.9,5.0,30.0,53.4,0.2,0.0,3.5,52.0,48.0,602.0,20.2,913.0,30250779.0,68580.0,441.0,77811818.27,6061.3,12837.48,87406562.27,6568.8,13306.32,40.0,58.0,0,1,0
1550305,Jonas Clarke Middle,Public School,Lexington,2421,"06,07,08",Lexington,1550000,0,303,317,271,0,891,216.0,24.2,31.0,3.5,118.0,13.2,202.0,22.7,62.0,7.0,5.5,38.9,3.6,47.9,0.1,0.0,3.9,51.4,48.6,475.0,19.4,867.0,44431043.0,80975.0,549.0,114804091.03,6777.3,16939.5,122838861.03,6875.3,17866.69,98.0,100.0,0,1,1
1550310,Wm Diamond Middle,Public School,Lexington,2420,"06,07,08",Lexington,1550000,0,305,281,266,0,852,204.0,23.9,30.0,3.5,114.0,13.4,182.0,21.4,34.0,4.0,3.2,34.9,2.5,53.1,0.1,0.0,6.3,49.1,50.9,469.0,18.4,790.0,44431043.0,80975.0,549.0,114804091.03,6777.3,16939.5,122838861.03,6875.3,17866.69,99.0,100.0,0,1,1
1570305,Hanscom Middle,Public School,Hanscom Air Force Bs,1731,"04,05,06,07,08",Lincoln,1570000,51,53,49,34,0,249,8.0,3.2,4.0,1.6,46.0,18.5,54.0,21.7,6.0,2.4,12.4,2.4,19.7,54.6,0.0,0.4,10.4,51.0,48.6,221.0,14.2,230.0,10495124.0,86451.0,121.0,24890257.47,1201.3,20719.44,25503543.47,1218.1,20937.15,74.0,71.0,0,1,0
1580305,Littleton Middle School,Public School,Littleton,1460,"06,07,08",Littleton,1580000,0,126,103,122,0,351,12.0,3.4,3.0,0.9,72.0,20.5,95.0,27.1,34.0,9.7,0.6,7.1,1.7,87.2,0.6,0.0,2.8,46.7,53.3,193.0,17.8,352.0,7971785.0,72469.0,110.0,20077280.32,1597.0,12571.87,24069858.24,1720.5,13990.04,76.0,62.0,0,1,0
1590017,Glenbrook Middle,Public School,Longmeadow,1106,"06,07,08",Longmeadow,1590000,0,113,112,109,0,334,27.0,8.1,9.0,2.7,63.0,18.9,88.0,26.3,25.0,7.5,4.2,9.9,5.1,77.2,0.3,0.0,3.3,52.7,47.3,168.0,19.4,334.0,16709914.0,69770.0,240.0,38245052.54,2866.5,13342.07,42083006.21,2925.4,14385.39,90.0,93.0,0,1,1
1590305,Williams Middle,Public School,Longmeadow,1106,"06,07,08",Longmeadow,1590000,0,101,127,116,0,344,11.0,3.2,0.0,0.0,64.0,18.6,73.0,21.2,17.0,4.9,0.6,5.8,4.1,86.3,0.3,0.0,2.9,55.2,44.8,194.0,20.1,386.0,16709914.0,69770.0,240.0,38245052.54,2866.5,13342.07,42083006.21,2925.4,14385.39,96.0,97.0,0,1,1
1600310,B.F. Butler Middle School,Public School,Lowell,1852,"05,06,07,08",Lowell,1600000,135,132,141,137,0,545,137.0,25.1,127.0,23.3,91.0,16.7,410.0,75.2,301.0,55.2,7.7,26.2,28.4,33.2,0.0,0.0,4.4,48.6,51.4,205.0,21.7,550.0,78519951.0,76951.0,1020.0,189508867.6,13957.2,13577.86,215167913.6,15534.4,13851.06,31.0,66.0,0,1,0
1600345,Dr An Wang School,Public School,Lowell,1854,"05,06,07,08",Lowell,1600000,206,148,165,172,0,691,219.0,31.7,172.0,24.9,107.0,15.5,478.0,69.2,359.0,52.0,7.5,16.4,42.0,31.1,0.0,0.0,3.0,51.4,48.6,345.0,21.0,655.0,78519951.0,76951.0,1020.0,189508867.6,13957.2,13577.86,215167913.6,15534.4,13851.06,36.0,65.0,0,1,0
1600330,Henry J Robinson Middle,Public School,Lowell,1850,"05,06,07,08",Lowell,1600000,154,139,169,156,0,618,191.0,30.9,179.0,29.0,96.0,15.5,520.0,84.1,414.0,67.0,11.7,19.4,41.3,24.4,0.0,0.0,3.2,52.9,47.1,323.0,20.3,642.0,78519951.0,76951.0,1020.0,189508867.6,13957.2,13577.86,215167913.6,15534.4,13851.06,7.0,50.0,0,1,0
1600315,James S Daley Middle School,Public School,Lowell,1851,"05,06,07,08",Lowell,1600000,176,174,169,177,0,696,160.0,23.0,139.0,20.0,126.0,18.1,448.0,64.4,303.0,43.5,3.9,43.2,18.2,29.5,0.0,0.0,5.2,51.4,48.6,323.0,21.3,689.0,78519951.0,76951.0,1020.0,189508867.6,13957.2,13577.86,215167913.6,15534.4,13851.06,60.0,75.0,0,1,1
1600340,James Sullivan Middle School,Public School,Lowell,1852,"05,06,07,08",Lowell,1600000,175,153,172,170,0,670,237.0,35.4,218.0,32.5,104.0,15.5,493.0,73.6,398.0,59.4,9.1,12.7,38.7,36.7,0.0,0.0,2.8,51.3,48.7,272.0,23.1,668.0,78519951.0,76951.0,1020.0,189508867.6,13957.2,13577.86,215167913.6,15534.4,13851.06,15.0,61.0,0,1,0
1600360,Kathryn P. Stoklosa Middle School,Public School,Lowell,1854,"05,06,07,08",Lowell,1600000,166,148,181,178,0,673,304.0,45.2,266.0,39.5,101.0,15.0,558.0,82.9,424.0,63.0,4.3,53.8,29.1,10.0,0.0,0.0,2.8,52.5,47.5,337.0,19.6,661.0,78519951.0,76951.0,1020.0,189508867.6,13957.2,13577.86,215167913.6,15534.4,13851.06,18.0,60.0,0,1,0
1610305,Paul R Baird Middle,Public School,Ludlow,1056,"06,07,08",Ludlow,1610000,0,207,242,235,0,684,46.0,6.7,12.0,1.8,109.0,15.9,250.0,36.5,176.0,25.7,1.9,0.6,6.4,88.5,0.3,0.0,2.3,48.5,51.5,320.0,18.2,668.0,13832042.0,59724.0,232.0,37174879.07,2683.2,13854.68,39738270.52,2779.5,14296.91,29.0,46.0,0,1,0
1620305,Lunenburg Middle School,Public School,Lunenburg,1462,"06,07,08",Lunenburg,1620000,0,120,145,123,0,388,9.0,2.3,2.0,0.5,61.0,15.7,111.0,28.6,64.0,16.5,1.5,1.0,7.7,87.4,0.8,0.8,0.8,56.4,43.6,325.28846153846155,18.370604395604396,582.0439560439561,7578542.0,74592.0,102.0,18017701.86,1563.3,11525.43,21420286.86,1724.1,12424.04,52.002849002849004,67.6923076923077,0,1,0
1630405,Breed Middle School,Public School,Lynn,1905,"06,07,08",Lynn,1630000,0,452,447,397,0,1296,767.0,59.2,146.0,11.3,208.0,16.0,851.0,65.7,690.0,53.2,9.9,11.0,60.1,15.0,0.5,0.0,3.4,52.3,47.7,552.0,22.5,1262.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,13.0,69.0,0,1,0
1630525,Fecteau-Leary Junior/Senior High School,Public School,Lynn,1902,"07,08,09,10,11,12",Lynn,1630000,0,0,11,17,0,308,232.0,75.3,173.0,56.2,54.0,17.5,290.0,94.2,161.0,52.3,5.2,1.6,79.5,11.4,0.3,0.0,1.9,62.0,38.0,181.0,12.3,294.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,3.0,53.0,0,1,0
1630420,Pickering Middle,Public School,Lynn,1904,"06,07,08",Lynn,1630000,0,209,202,207,0,618,192.0,31.1,25.0,4.0,118.0,19.1,306.0,49.5,237.0,38.3,7.0,9.7,37.5,40.0,0.8,0.0,5.0,52.4,47.6,288.0,21.1,618.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,39.0,76.0,0,1,1
1630305,Thurgood Marshall Mid,Public School,Lynn,1902,"06,07,08",Lynn,1630000,0,387,423,353,0,1163,700.0,60.2,161.0,13.8,184.0,15.8,815.0,70.1,646.0,55.5,9.5,8.6,66.9,11.4,0.5,0.0,3.1,52.3,47.7,414.0,24.0,1105.0,77013061.0,73395.0,1049.0,199820604.98,14935.1,13379.26,222809017.49,16274.5,13690.68,10.0,64.0,0,1,0
1640405,Lynnfield Middle School,Public School,Lynnfield,1940,"05,06,07,08",Lynnfield,1640000,174,157,177,190,0,698,23.0,3.3,0.0,0.0,156.0,22.3,190.0,27.2,44.0,6.3,1.3,3.7,4.0,88.5,0.0,0.0,2.4,51.1,48.9,349.0,18.8,700.0,13262640.0,79560.0,167.0,29910445.0,2194.8,13627.87,30791625.0,2215.3,13899.53,79.0,83.0,0,1,1
6980030,Manchester Essex Regional Middle School,Public School,Manchester,1944,"06,07,08",Manchester Essex Regional,6980000,0,123,132,131,0,386,4.0,1.0,1.0,0.3,48.0,12.4,74.0,19.2,28.0,7.3,0.0,2.1,0.8,96.4,0.0,0.0,0.8,51.3,48.7,195.0,20.1,387.0,9171242.0,72385.0,127.0,22025671.81,1488.8,14794.24,23363831.72,1525.7,15313.52,81.0,66.0,0,1,0
1670035,Harold L Qualters Middle,Public School,Mansfield,2048,"06,07,08",Mansfield,1670000,0,318,318,376,0,1012,47.0,4.6,4.0,0.4,166.0,16.4,256.0,25.3,123.0,12.2,2.9,4.9,3.8,84.5,0.0,0.0,4.0,51.8,48.2,436.0,18.7,1050.0,23626783.0,77465.0,305.0,54639635.96,4125.9,13243.08,59489336.72,4313.8,13790.47,75.0,78.0,0,1,1
1680300,Marblehead Veterans Middle School,Public School,Marblehead,1945,"07,08",Marblehead,1680000,0,0,246,257,0,503,24.0,4.8,13.0,2.6,102.0,20.3,140.0,27.8,44.0,8.7,2.6,1.2,5.6,87.9,0.0,0.0,2.8,47.5,52.5,287.0,19.3,508.0,17242167.0,67142.0,257.0,43533564.0,3223.8,13503.8,46942856.0,3432.0,13677.99,93.0,94.0,0,1,1
4640305,Marblehead Community Charter Public School,Charter School,Marblehead,1945,"04,05,06,07,08",Marblehead Community Charter Public (District),4640000,47,50,44,40,0,230,11.0,4.8,11.0,4.8,49.0,21.3,66.0,28.7,7.0,3.0,2.6,2.6,2.2,90.0,0.9,0.0,1.7,57.4,42.6,91.0,19.5,230.0,48713587.68313953,73165.58430232559,630.2994186046511,131190079.64128277,8385.18279883382,14205.905189504374,149048155.52772596,9304.580466472304,14722.748833819242,84.0,91.0,1,0,1
1700045,1 LT Charles W. Whitcomb School,Public School,Marlborough,1752,"05,06,07,08",Marlborough,1700000,364,309,294,318,0,1285,534.0,41.6,142.0,11.1,257.0,20.0,694.0,54.0,449.0,34.9,2.9,2.8,46.1,44.5,0.0,0.0,3.7,51.8,48.2,995.0,17.4,1355.0,27895522.0,75495.0,370.0,68631655.25,4561.0,15047.5,82001065.09,5175.8,15843.17,30.0,56.0,0,1,0
1710310,Furnace Brook Middle,Public School,Marshfield,2050,"06,07,08",Marshfield,1710000,0,345,347,324,0,1016,16.0,1.6,5.0,0.5,152.0,15.0,247.0,24.3,128.0,12.6,0.1,1.0,2.7,94.9,0.1,0.1,1.2,52.7,47.3,550.0,18.9,1039.0,23284966.0,70582.0,330.0,50790711.31,4205.3,12077.79,54910489.76,4320.6,12709.0,73.0,69.0,0,1,0
7050405,Masconomet Regional Middle School,Public School,Boxford,1921,"07,08",Masconomet,7050000,0,0,316,333,0,649,3.0,0.5,3.0,0.5,117.0,18.0,153.0,23.6,41.0,6.3,0.5,3.7,1.8,91.2,0.2,0.2,2.5,47.1,52.9,316.0,20.4,658.0,11951229.0,94253.0,127.0,27530037.48,1946.6,14142.63,30708750.4,1991.2,15422.23,91.0,100.0,0,1,1
1720020,Mashpee Middle School,Public School,Mashpee,2649,"07,08",Mashpee,1720000,0,0,129,148,0,277,12.0,4.3,4.0,1.4,51.0,18.4,106.0,38.3,69.0,24.9,4.0,2.2,3.6,81.2,5.8,0.4,2.9,50.2,49.8,169.0,15.3,277.0,10022651.0,73750.0,136.0,27664320.7,1677.8,16488.45,30457805.0,1812.5,16804.31,43.0,63.0,0,1,0
1740305,Fowler School,Public School,Maynard,1754,"04,05,06,07",Maynard,1740000,112,91,114,0,0,435,38.0,8.7,19.0,4.4,84.0,19.3,144.0,33.1,76.0,17.5,2.5,1.8,12.0,80.7,0.2,0.0,2.8,52.2,47.8,182.0,18.5,443.0,7351939.0,68774.0,107.0,20344084.0,1418.3,14343.99,22071030.0,1507.4,14641.79,69.0,65.0,0,1,0
1750305,Thomas Blake Middle,Public School,Medfield,2052,"06,07,08",Medfield,1750000,0,215,207,204,0,626,10.0,1.6,3.0,0.5,64.0,10.2,87.0,13.9,27.0,4.3,0.6,4.3,1.9,89.8,0.2,0.0,3.2,50.0,50.0,546.0,17.9,628.0,15634934.0,78845.0,198.0,34543000.47,2590.7,13333.46,36401068.16,2628.5,13848.61,96.0,97.0,0,1,1
1760320,John J. McGlynn Middle School,Public School,Medford,2155,"06,07,08",Medford,1760000,0,153,161,162,0,476,131.0,27.5,57.0,12.0,93.0,19.5,282.0,59.2,178.0,37.4,15.3,12.6,14.3,54.6,0.4,0.0,2.7,52.7,47.3,325.28846153846155,18.370604395604396,582.0439560439561,28616170.0,72648.0,394.0,68977068.36,4435.9,15549.73,78038610.96,4875.6,16005.95,29.0,59.0,0,1,0
1760315,Madeleine Dugger Andrews,Public School,Medford,2155,"06,07,08",Medford,1760000,0,181,167,158,0,506,31.0,6.1,0.0,0.0,98.0,19.4,169.0,33.4,99.0,19.6,8.9,5.1,6.9,74.3,0.0,0.2,4.5,52.4,47.6,325.28846153846155,18.370604395604396,582.0439560439561,28616170.0,72648.0,394.0,68977068.36,4435.9,15549.73,78038610.96,4875.6,16005.95,51.0,75.0,0,1,1
1770305,Medway Middle,Public School,Medway,2053,"05,06,07,08",Medway,1770000,165,176,195,174,0,710,7.0,1.0,6.0,0.8,109.0,15.4,163.0,23.0,66.0,9.3,1.8,3.9,3.2,89.0,0.4,0.0,1.5,49.7,50.3,334.0,19.6,741.0,12697237.0,85216.0,149.0,29585243.31,2394.9,12353.44,33272107.28,2500.2,13307.78,92.0,76.0,0,1,1
1780305,Melrose Middle,Public School,Melrose,2176,"06,07,08",Melrose,1780000,0,245,261,266,0,772,83.0,10.8,19.0,2.5,128.0,16.6,204.0,26.4,74.0,9.6,6.1,4.4,2.3,82.9,0.0,0.0,4.3,50.4,49.6,545.0,19.9,817.0,15819655.0,60939.0,260.0,42683657.77,3691.8,11561.75,48322100.53,4007.6,12057.62,75.0,74.0,0,1,0
7100015,Miscoe Hill School,Public School,Mendon,1756,"05,06,07,08",Mendon-Upton,7100000,186,196,201,197,0,780,17.0,2.2,4.0,0.5,124.0,15.9,172.0,22.1,65.0,8.3,0.6,2.3,4.7,89.4,0.0,0.0,2.9,48.7,51.3,375.0,20.4,801.0,12321220.0,75823.0,163.0,30003448.55,2326.6,12895.83,33688325.17,2451.4,13742.48,77.0,59.0,0,1,0
1820305,John T. Nichols Middle,Public School,Middleborough,2346,"06,07,08",Middleborough,1820000,0,245,257,272,0,774,5.0,0.6,1.0,0.1,148.0,19.1,301.0,38.9,212.0,27.4,1.8,1.3,4.1,89.1,0.9,0.0,2.7,49.0,51.0,441.0,23.6,780.0,15247174.0,67080.0,227.0,40391349.69,3102.8,13017.71,43495874.25,3218.3,13515.17,32.0,60.0,0,1,0
1850305,Stacy Middle,Public School,Milford,1757,"06,07,08",Milford,1850000,0,356,299,313,0,968,241.0,24.9,44.0,4.5,162.0,16.7,410.0,42.4,272.0,28.1,2.8,2.4,24.6,65.8,1.1,0.0,3.3,52.4,47.6,545.0,18.9,969.0,22969673.0,71246.0,322.0,52753781.53,4125.0,12788.8,58587949.53,4392.0,13339.7,69.0,53.0,0,1,0
1860505,Millbury Junior/Senior High,Public School,Millbury,1527,"07,08,09,10,11,12",Millbury,1860000,0,0,140,139,4,727,32.0,4.4,6.0,0.8,126.0,17.3,257.0,35.4,165.0,22.7,2.5,1.9,7.4,84.9,0.3,0.1,2.9,49.2,50.8,392.0,15.2,716.0,10002675.0,75778.0,132.0,23873807.0,1694.2,14091.49,26210412.0,1748.6,14989.37,46.0,73.0,0,1,0
1870020,Millis Middle,Public School,Millis,2054,"05,06,07,08",Millis,1870000,105,107,105,112,0,429,6.0,1.4,2.0,0.5,57.0,13.3,100.0,23.3,52.0,12.1,1.9,3.3,6.5,85.1,0.0,0.2,3.0,57.1,42.9,226.0,19.4,460.0,7367820.0,76193.0,97.0,17611668.0,1369.4,12860.86,19250038.2,1427.0,13489.87,61.0,60.0,0,1,0
1890410,Charles S Pierce Middle,Public School,Milton,2186,"06,07,08",Milton,1890000,0,327,289,299,0,915,51.0,5.6,6.0,0.7,146.0,16.0,208.0,22.7,78.0,8.5,16.0,4.8,4.7,70.7,0.3,0.3,3.2,50.5,49.5,508.0,18.7,908.0,22897470.0,80117.0,286.0,52815276.11,3991.6,13231.61,57404224.8,4066.5,14116.37,68.0,68.0,0,1,0
7170505,Mohawk Trail Regional High,Public School,Shelburne Falls,1370,"07,08,09,10,11,12",Mohawk Trail,7170000,0,0,76,92,4,422,1.0,0.2,1.0,0.2,92.0,21.8,197.0,46.7,146.0,34.6,0.5,1.2,2.8,91.5,0.2,0.0,3.8,49.8,50.2,325.0,12.3,452.0,5268019.0,74302.0,71.0,17222013.0,958.0,17977.05,18907007.0,1080.9,17491.91,39.0,61.0,0,1,0
